181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/27/2015 15:46:11,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 21:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5512-qrdr-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:40:10,32,English,571940 MB,65501 MB,,,Intel64 Family 6 Model 62 Stepping 4,2593,HP     - 2 Default System BIOS,None,10.185.222.183,0.0.0.0,0.0.0.0,0.0.0.0,10.185.222.251,0.0.0.0,0.0.0.0,0.0.0.0,40-a8-f0-27-ec-14,,,,10.185.10.91,10.185.10.93,0.0.0.0,0.0.0.0,0.0.0.0,8690EAE74FDDCCF142358B958BE0CA96,52432 MB,526105 MB,-240,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,KirillinAA2,,Install successful.,35353636-3435-5A43-3234-343332313639
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.4013.4013,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/24/2016 09:31:46,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-MFTP-01,hq.szb.sbrf.ru,LocalComputer,11/15/2016 04:09:55,4,English,139975 MB,4093 MB,,Service Pack 1,Intel64 Family 6 Model 23 Stepping 10,2833,HP     - 2 Default System BIOS,None,55.251.189.254,55.251.189.194,0.0.0.0,0.0.0.0,55.251.189.253,0.0.0.0,0.0.0.0,0.0.0.0,00-23-7d-31-bf-22,00-23-7d-31-bf-1a,,,10.185.10.93,10.185.10.92,10.185.10.92,10.185.10.93,0.0.0.0,A229A163F9C338C6FE4F41C8F7A43D96,717 MB,122989 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,Power,,No Status Reported.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/31/2015 12:00:52,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/11/2016 22:01:01,09/06/2015 12:48:22,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-hyp-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:14:15,8,English,139876 MB,18421 MB,,Service Pack 1,Intel64 Family 6 Model 26 Stepping 5,2400,HP     - 2 Default System BIOS,None,10.185.223.82,0.0.0.0,0.0.0.0,0.0.0.0,10.185.223.251,0.0.0.0,0.0.0.0,0.0.0.0,68-b5-99-bd-3d-4c,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,10.185.223.1,6A57530DDEEC73606EB600697A130285,15506 MB,77745 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,ChernyshevMG,,Install successful.,32393735-3034-5A43-4A30-343530434D37
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/04/2015 15:26:22,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-mgtw-02,hq.szb.sbrf.ru,LocalComputer,11/15/2016 03:56:02,4,English,139975 MB,8189 MB,,Service Pack 2,x86 Family 6 Model 23 Stepping 6,2833,HP     - 2 Default System BIOS,None,55.251.189.237,55.251.189.197,0.0.0.0,0.0.0.0,55.251.189.233,0.0.0.0,0.0.0.0,0.0.0.0,00-22-64-a0-a9-d8,00-22-64-a0-a9-aa,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,CE2C2C88638FA1BB02AD9F53F3A3FA7B,6860 MB,130469 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,ubk,,Install successful.,39373534-3332-5A43-4A38-343441355232
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/17/2016 17:18:25,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-hprv-b1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:52:11,16,English,285717 MB,32764 MB,,,Intel64 Family 6 Model 29 Stepping 1,2400,HP     - 2 Default System BIOS,None,10.185.2.84,169.254.145.11,169.254.148.203,169.254.145.228,10.185.2.251,0.0.0.0,0.0.0.0,0.0.0.0,00-17-a4-77-18-10,78-e7-d1-fb-c1-fd,78-e7-d1-fb-c1-fc,00-17-a4-77-18-12,10.185.10.92,10.185.10.93,10.185.10.93,10.185.10.92,0.0.0.0,F25AF0FD792A49139E2929FCF31B2EAF,31215 MB,269289 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,azAdmin,,Install successful.,33323934-3533-5A43-4A30-343130503744
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,04/21/2015 16:57:00,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-wsmq-02,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:01:17,4,English,139876 MB,8189 MB,,Service Pack 1,Intel64 Family 6 Model 23 Stepping 6,2833,HP     - 2 Default System BIOS,None,55.251.6.151,0.0.0.0,0.0.0.0,0.0.0.0,55.251.6.251,0.0.0.0,0.0.0.0,0.0.0.0,00-22-64-a2-c4-5a,,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,C4786335A1909A3B46F8EB2ED68FFEEE,4585 MB,115778 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,svc-5514-neva,,Install successful.,39373534-3332-5A43-4A38-34344135504C
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/07/2015 08:49:13,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-TVGR-30,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:50:04,8,English,14998 MB,10227 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.148,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,a2-11-a4-03-ec-63,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,AAC8D6D40B20531D51FCBBE69E40B636,9495 MB,4540 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,chtadmin,,Install successful.,63926C83-3BB6-6FAA-834E-6053EEBD10EF
0,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:32:00,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.4013.4013,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,05/26/2014 13:49:00,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/11/2016 22:01:01,06/20/2016 14:11:55,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-fsrv-v8,hq.szb.sbrf.ru,LocalComputer,11/15/2016 01:27:42,8,English,102298 MB,4095 MB,,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2666,VRTUAL - 5001223 BIOS Date: 05/23/12 17:15:53  Ver: 09.00.06,None,10.185.10.61,0.0.0.0,0.0.0.0,0.0.0.0,10.185.10.251,0.0.0.0,0.0.0.0,0.0.0.0,00-15-5d-64-0d-00,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,3EAAD264DDA8824E38AF3E9F94C74FD0,34 MB,85815 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,power,,Install successful.,
181469,2016-10-31,3,2016-10-31 rev. 003,11/02/2016 02:00:54,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/06/2015 09:21:58,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,ubziterm3,hq.szb.sbrf.ru,LocalComputer,11/02/2016 03:30:15,4,English,20001 MB,10237 MB,,Service Pack 2,x86 Family 6 Model 23 Stepping 10,2833,HP     - 2 Default System BIOS,None,10.226.29.26,0.0.0.0,0.0.0.0,0.0.0.0,10.226.29.25,0.0.0.0,0.0.0.0,0.0.0.0,00-23-7d-ed-af-04,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,0582489EA5CFD9F278E8435E769EC550,8835 MB,4525 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,RepinaNK,,Install successful.,39373534-3332-5A43-4A39-313141304E46
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/22/2015 14:53:05,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-mons-v1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:13:57,8,English,129695 MB,16383 MB,,,AMD64 Family 21 Model 1 Stepping 2,2594,VRTUAL - 5001223 BIOS Date: 05/23/12 17:15:53  Ver: 09.00.06,None,55.201.100.72,0.0.0.0,0.0.0.0,0.0.0.0,55.201.100.251,0.0.0.0,0.0.0.0,0.0.0.0,00-15-5d-2a-99-15,,,,10.185.10.92,10.185.10.93,10.185.10.93,10.185.10.92,0.0.0.0,019E47DD834ED28FCF45B39677DF2B42,9886 MB,87133 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,szb-sa-vmmadmin,,Install successful.,0CA71D92-E435-447D-91AB-479652206C46
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/05/2015 13:03:34,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-x76-sql,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:36:31,1,English,40607 MB,4095 MB,,,Intel64 Family 6 Model 26 Stepping 5,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.71,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-0c-29-18-01-6a,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,8389842D069F2BB1A112C176B0EF2CAC,838 MB,13189 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,ChernyshevMG,,Install successful.,BEE84D56-600E-8158-330B-DC995218016A
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,02/11/2016 14:12:19,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-itmm-v1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:40:48,8,English,101870 MB,32765 MB,,,AMD64 Family 21 Model 1 Stepping 2,2593,VRTUAL - 1 Hyper-V UEFI Release v1.0,None,10.185.10.82,0.0.0.0,0.0.0.0,0.0.0.0,10.185.10.251,0.0.0.0,0.0.0.0,0.0.0.0,00-15-5d-3c-7d-15,,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,218FC4FF7E3D48970891223BD322D31F,22287 MB,64480 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,VPak2,,Install successful.,928A960C-8733-471E-8464-ED178D5AFC1F
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,11/08/2016 21:29:21,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SZB-WOB-DP,hq.szb.sbrf.ru,SBCORP.UB.SBRF.RU,11/15/2016 03:28:10,8,English,511897 MB,8191 MB,,Service Pack 1,Intel64 Family 6 Model 26 Stepping 5,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.223.223,0.0.0.0,0.0.0.0,0.0.0.0,10.185.223.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-3d-64,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,EAF08B814374D53C62A809A7252EBFC5,6960 MB,491468 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,admin_ong,,Install successful.,9C121542-4F0E-8F50-2E12-14C202FACAF3
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/31/2015 12:17:22,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-xddc-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:12:16,16,English,39997 MB,12277 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2533,IBM    - 0 Default System BIOS,None,10.185.223.23,55.222.1.22,169.254.27.247,0.0.0.0,10.185.223.251,10.185.223.251,0.0.0.0,0.0.0.0,00-21-5e-99-57-36,00-21-5e-99-57-36,02-21-5e-9d-57-17,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,255.255.255.255,5D8710EC72619C69E4CAB9C15B77294E,10968 MB,26222 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,KlimenkoAV,,Install successful.,CEF9A4B7-22CE-DE11-B05C-00215E995734
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.7004.6500,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,02/03/2015 13:28:49,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-fnsf-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:16:20,4,English,69870 MB,4093 MB,,Service Pack 1,Intel64 Family 6 Model 15 Stepping 11,3000,HP     - 2 Default System BIOS,None,10.185.10.128,0.0.0.0,0.0.0.0,0.0.0.0,10.185.10.251,0.0.0.0,0.0.0.0,0.0.0.0,00-1f-29-65-0a-90,,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,907909EC60E34457C1E9DD18773EFE13,2942 MB,36763 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,azAdmin,,Install successful.,35363134-3636-5A43-4A38-313330363731
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.7004.6500,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/22/2016 11:52:58,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-CMCO-01,hq.szb.sbrf.ru,LocalComputer,11/15/2016 03:09:03,8,English,99898 MB,12287 MB,,Service Pack 1,Intel64 Family 6 Model 63 Stepping 2,2497,VRTUAL - 5001223 Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,None,10.185.16.37,0.0.0.0,0.0.0.0,0.0.0.0,10.185.16.33,0.0.0.0,0.0.0.0,0.0.0.0,00-15-5d-05-63-01,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,F68E986AFC9CB555FE320D1136552750,6584 MB,67253 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,TSOAdmin,,Install successful.,FFACD917-5469-4A42-B70A-3E071AA0CDCC
0,2016-11-13,1,2016-11-13 rev. 001,11/15/2016 14:26:35,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,1AB6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,03/13/2015 14:47:44,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/09/2016 02:00:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-FIMS-02,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 14:25:08,4,English,129943 MB,8191 MB,,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2666,VRTUAL - 5001223 BIOS Date: 05/23/12 17:15:53  Ver: 09.00.06,None,10.185.3.241,0.0.0.0,0.0.0.0,0.0.0.0,10.185.3.251,0.0.0.0,0.0.0.0,0.0.0.0,00-15-5d-03-f0-0a,,,,10.185.10.93,10.185.10.92,10.185.10.92,10.185.10.93,0.0.0.0,C9C23C41239FB374C358A0DEEE34B6F2,6982 MB,91286 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Liveupdate Test,NWSBRF,azdadmin,,Cannot deploy. Client version is the same or later than the specified package.,2C3DC5A3-AF93-4E06-AFB8-6A404D05A36A
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:04,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.5337.5000,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/14/2015 16:10:02,Enabled,11/15/2016 18:01:04,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-B2K-T1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:49:49,4,English,51097 MB,4095 MB,sp-5500-b2k-t1,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.205,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-2a-8d,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,6CC9FFB02D272B2133319210BF366043,1231 MB,31354 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,Nick,,Install successful.,B0C71542-5DE2-2DF0-004B-3B18934FCBB4
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:00,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.4013.4013,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,03/31/2014 15:02:11,Enabled,11/15/2016 18:01:00,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-spkt-02,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 01:51:44,8,English,285465 MB,16338 MB,,Service Pack 1,Intel64 Family 6 Model 45 Stepping 7,2400,DELL   - 1 Phoenix ROM BIOS PLUS Version 1.10 2.1.2,None,10.185.222.117,0.0.0.0,0.0.0.0,0.0.0.0,10.185.222.251,0.0.0.0,0.0.0.0,0.0.0.0,90-b1-1c-30-c3-ff,,,,10.185.10.92,10.185.10.93,10.185.10.93,10.185.10.92,0.0.0.0,A7BA77AAD37F54C3B40E10A78B01F975,1988 MB,137591 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,azAdmin,,Install successful.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:01:00,Symantec Endpoint Protection,Windows Server 2003 family Standard Edition,,12.1.4013.4013,12.1.7004,8DAB-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,03/24/2014 15:05:55,Enabled,11/15/2016 18:01:00,SEP-12,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:03,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SZB-WOD-0000059,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:40:27,2,English,80003 MB,2046 MB,,Service Pack 2,x86 Family 6 Model 23 Stepping 10,2992,KRFTWY - 20091022 BIOS Date: 10/22/09 11:46:00 Ver: 08.00.15,None,10.185.119.156,0.0.0.0,0.0.0.0,0.0.0.0,10.185.119.251,0.0.0.0,0.0.0.0,0.0.0.0,40-61-86-51-a7-66,,,,10.185.10.93,10.66.12.218,10.185.10.92,10.185.10.93,0.0.0.0,59B65C3C9237FC079A7F31B34C57BF24,1069 MB,64270 MB,-180,Not installed,sp-5500-smtc-02,Моя компания\Servers 2012,NWSBRF,svc-5500-csb-dea,,Install successful.,
